"GEO_ID","NAME","B25074_001E","B25074_001M","B25074_002E","B25074_002M","B25074_003E","B25074_003M","B25074_004E","B25074_004M","B25074_005E","B25074_005M","B25074_006E","B25074_006M","B25074_007E","B25074_007M","B25074_008E","B25074_008M","B25074_009E","B25074_009M","B25074_010E","B25074_010M","B25074_011E","B25074_011M","B25074_012E","B25074_012M","B25074_013E","B25074_013M","B25074_014E","B25074_014M","B25074_015E","B25074_015M","B25074_016E","B25074_016M","B25074_017E","B25074_017M","B25074_018E","B25074_018M","B25074_019E","B25074_019M","B25074_020E","B25074_020M","B25074_021E","B25074_021M","B25074_022E","B25074_022M","B25074_023E","B25074_023M","B25074_024E","B25074_024M","B25074_025E","B25074_025M","B25074_026E","B25074_026M","B25074_027E","B25074_027M","B25074_028E","B25074_028M","B25074_029E","B25074_029M","B25074_030E","B25074_030M","B25074_031E","B25074_031M","B25074_032E","B25074_032M","B25074_033E","B25074_033M","B25074_034E","B25074_034M","B25074_035E","B25074_035M","B25074_036E","B25074_036M","B25074_037E","B25074_037M","B25074_038E","B25074_038M","B25074_039E","B25074_039M","B25074_040E","B25074_040M","B25074_041E","B25074_041M","B25074_042E","B25074_042M","B25074_043E","B25074_043M","B25074_044E","B25074_044M","B25074_045E","B25074_045M","B25074_046E","B25074_046M","B25074_047E","B25074_047M","B25074_048E","B25074_048M","B25074_049E","B25074_049M","B25074_050E","B25074_050M","B25074_051E","B25074_051M","B25074_052E","B25074_052M","B25074_053E","B25074_053M","B25074_054E","B25074_054M","B25074_055E","B25074_055M","B25074_056E","B25074_056M","B25074_057E","B25074_057M","B25074_058E","B25074_058M","B25074_059E","B25074_059M","B25074_060E","B25074_060M","B25074_061E","B25074_061M","B25074_062E","B25074_062M","B25074_063E","B25074_063M","B25074_064E","B25074_064M"
"1400000US36047099600","Census Tract 996, Kings County, New York","488","109","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","28","32","0","12","0","12","0","12","0","12","0","12","0","12","28","32","0","12","94","64","0","12","16","26","7","13","20","31","22","24","10","16","19","29","0","12","127","68","0","12","23","35","28","38","30","35","19","29","0","12","27","32","0","12","122","78","0","12","0","12","56","50","11","18","38","42","17","25","0","12","0","12","10","15","0","12","10","15","0","12","0","12","0","12","0","12","0","12","0","12","107","67","57","45","15","24","19","30","16","27","0","12","0","12","0","12","0","12"
"1400000US36047000501","Census Tract 5.01, Kings County, New York","962","115","33","40","0","12","0","12","0","12","0","12","0","12","0","12","33","40","0","12","163","69","9","14","0","12","38","30","64","55","0","12","9","15","43","47","0","12","61","43","0","12","0","12","0","12","0","12","0","12","41","37","20","20","0","12","25","22","0","12","9","14","0","12","8","13","0","12","8","12","0","12","0","12","65","51","0","12","0","12","0","12","8","13","10","16","0","12","22","26","25","40","61","49","0","12","37","44","15","17","9","13","0","12","0","12","0","12","0","12","554","95","378","91","100","67","43","31","8","13","0","12","0","12","0","12","25","23"
"1400000US36047000502","Census Tract 5.02, Kings County, New York","955","108","29","26","0","12","0","12","0","12","0","12","0","12","0","12","19","20","10","15","85","72","0","12","0","12","0","12","0","12","0","12","0","12","39","49","46","54","109","52","0","12","0","12","0","12","0","12","11","17","20","22","78","44","0","12","27","25","0","12","0","12","0","12","0","12","10","17","0","12","17","19","0","12","54","33","0","12","0","12","0","12","35","26","9","14","10","15","0","12","0","12","132","73","21","22","6","11","65","48","11","16","10","16","10","16","9","14","0","12","519","98","323","90","108","44","51","38","0","12","0","12","0","12","0","12","37","34"
"1400000US36047001500","Census Tract 15, Kings County, New York","3078","184","476","160","0","17","0","17","0","17","0","17","0","17","38","35","300","143","138","65","347","104","0","17","39","38","38","48","89","48","27","42","23","38","131","68","0","17","163","65","29","32","63","37","18","20","9","14","0","17","9","14","35","40","0","17","271","114","88","63","35","42","9","16","0","17","0","17","31","37","65","48","43","68","344","125","70","54","21","30","0","17","13","21","26","41","48","34","148","83","18","29","136","77","32","41","0","17","0","17","8","12","20","21","76","57","0","17","0","17","1341","163","597","132","344","108","254","93","103","56","37","35","0","17","0","17","6","9"
"1400000US36047004400","Census Tract 44, Kings County, New York","199","55","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","36","23","0","12","0","12","0","12","0","12","0","12","0","12","36","23","0","12","17","26","0","12","0","12","0","12","0","12","0","12","0","12","17","26","0","12","27","21","9","13","0","12","0","12","0","12","12","13","6","8","0","12","0","12","64","33","0","12","6","8","19","16","30","26","0","12","0","12","9","13","0","12","21","16","5","9","10","11","0","12","6","8","0","12","0","12","0","12","0","12","34","23","29","22","5","8","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047005300","Census Tract 53, Kings County, New York","633","79","57","47","0","12","0","12","0","12","0","12","0","12","0","12","38","35","19","29","54","30","0","12","0","12","0","12","0","12","0","12","0","12","54","30","0","12","60","34","0","12","0","12","0","12","0","12","0","12","14","16","46","35","0","12","58","37","0","12","0","12","4","6","0","12","16","24","26","26","12","12","0","12","57","34","0","12","12","12","19","24","8","10","0","12","12","19","6","7","0","12","77","34","10","11","13","13","37","27","17","13","0","12","0","12","0","12","0","12","270","65","161","49","50","33","16","14","28","28","0","12","4","7","11","16","0","12"
"1400000US36047016600","Census Tract 166, Kings County, New York","84","35","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","10","13","0","12","0","12","0","12","0","12","0","12","0","12","10","13","0","12","11","11","0","12","0","12","0","12","5","8","0","12","0","12","6","8","0","12","14","15","0","12","0","12","9","13","0","12","0","12","0","12","5","8","0","12","20","17","0","12","12","13","0","12","0","12","0","12","8","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","29","19","19","17","0","12","3","5","0","12","0","12","0","12","0","12","7","10"
"1400000US36047011900","Census Tract 119, Kings County, New York","420","66","21","17","0","12","0","12","0","12","0","12","0","12","0","12","12","15","9","10","21","23","4","7","0","12","0","12","0","12","0","12","0","12","17","22","0","12","42","29","0","12","0","12","13","19","0","12","0","12","0","12","29","25","0","12","35","22","0","12","0","12","0","12","4","6","6","8","0","12","25","19","0","12","33","21","0","12","0","12","5","8","7","10","4","9","6","9","11","12","0","12","93","37","8","9","16","19","35","30","13","12","16","19","5","7","0","12","0","12","175","42","120","36","46","24","0","12","5","8","0","12","0","12","0","12","4","7"
"1400000US36047012600","Census Tract 126, Kings County, New York","574","80","51","37","0","12","0","12","0","12","0","12","0","12","0","12","46","34","5","9","68","33","0","12","0","12","5","8","5","7","0","12","0","12","53","33","5","8","105","54","0","12","0","12","0","12","5","7","0","12","13","20","72","43","15","21","85","46","0","12","0","12","0","12","0","12","34","30","44","31","7","11","0","12","69","36","0","12","21","24","6","9","32","26","0","12","10","15","0","12","0","12","100","46","55","34","11","10","21","19","13","21","0","12","0","12","0","12","0","12","96","45","65","34","31","30","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047015200","Census Tract 152, Kings County, New York","327","67","29","22","0","12","0","12","0","12","0","12","0","12","0","12","20","17","9","11","27","26","0","12","0","12","0","12","0","12","0","12","0","12","22","24","5","9","42","28","0","12","0","12","0","12","6","9","0","12","0","12","36","27","0","12","63","39","0","12","0","12","0","12","0","12","9","12","23","20","22","29","9","14","47","35","0","12","7","11","16","24","0","12","18","20","6","9","0","12","0","12","43","32","23","27","7","10","0","12","0","12","0","12","0","12","0","12","13","14","76","35","55","30","21","19","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047021100","Census Tract 211, Kings County, New York","636","62","59","33","0","12","0","12","0","12","0","12","0","12","0","12","56","34","3","6","64","40","0","12","15","23","0","12","12","17","0","12","0","12","37","28","0","12","66","43","0","12","0","12","0","12","0","12","24","28","6","10","36","26","0","12","121","51","7","10","34","30","39","27","4","7","25","23","12","21","0","12","0","12","172","72","46","33","32","31","52","36","25","28","12","19","0","12","5","7","0","12","50","36","0","12","0","12","38","34","4","6","4","6","0","12","4","7","0","12","104","32","36","23","42","26","10","13","16","22","0","12","0","12","0","12","0","12"
"1400000US36047027100","Census Tract 271, Kings County, New York","863","127","157","94","0","12","0","12","12","18","21","24","0","12","0","12","61","51","63","62","122","54","0","12","0","12","0","12","27","28","0","12","11","19","84","56","0","12","169","64","21","33","0","12","0","12","0","12","45","37","21","34","82","42","0","12","81","62","0","12","0","12","0","12","20","22","28","43","33","38","0","12","0","12","108","56","0","12","26","29","39","33","10","15","24","27","9","15","0","12","0","12","28","26","0","12","18","22","0","12","10","16","0","12","0","12","0","12","0","12","198","86","139","76","17","19","42","41","0","12","0","12","0","12","0","12","0","12"
"1400000US36047030500","Census Tract 305, Kings County, New York","2575","182","288","123","0","17","0","17","0","17","0","17","0","17","0","17","249","123","39","44","174","94","0","17","0","17","0","17","0","17","0","17","0","17","145","91","29","33","307","129","0","17","0","17","0","17","28","32","100","82","86","86","62","53","31","44","104","64","0","17","21","33","17","23","22","34","0","17","15","22","29","31","0","17","412","144","15","23","63","75","65","49","33","39","102","82","34","38","100","78","0","17","297","104","78","67","26","31","106","71","46","45","16","25","25","30","0","17","0","17","993","178","512","134","275","97","165","91","16","26","0","17","10","17","0","17","15","24"
"1400000US36047034800","Census Tract 348, Kings County, New York","611","81","15","20","0","12","0","12","0","12","0","12","0","12","0","12","15","20","0","12","93","58","0","12","0","12","0","12","0","12","0","12","0","12","93","58","0","12","69","52","0","12","0","12","0","12","10","17","23","31","15","23","21","33","0","12","91","49","0","12","0","12","0","12","0","12","6","9","18","17","54","41","13","20","96","47","0","12","20","31","9","12","43","30","7","8","17","23","0","12","0","12","64","42","14","14","0","12","6","10","23","25","0","12","21","33","0","12","0","12","183","70","128","67","38","31","0","12","17","20","0","12","0","12","0","12","0","12"
"1400000US36047035601","Census Tract 356.01, Kings County, New York","1061","126","148","69","0","12","0","12","0","12","0","12","0","12","0","12","139","68","9","13","261","93","0","12","0","12","7","17","15","16","7","11","29","23","203","83","0","12","141","62","0","12","0","12","14","16","8","13","23","20","49","37","47","43","0","12","68","46","35","38","7","11","19","17","0","12","0","12","7","11","0","12","0","12","222","114","49","48","19","17","82","95","72","88","0","12","0","12","0","12","0","12","123","92","123","92","0","12","0","12","0","12","0","12","0","12","0","12","0","12","98","63","98","63","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047035602","Census Tract 356.02, Kings County, New York","1639","188","125","66","0","17","0","17","0","17","13","22","0","17","0","17","101","58","11","18","411","161","0","17","0","17","14","22","41","67","0","17","54","71","302","138","0","17","289","146","0","17","0","17","0","17","10","15","30","35","73","74","176","118","0","17","306","160","46","72","14","22","0","17","40","62","83","89","11","19","99","99","13","20","219","98","129","76","0","17","0","17","39","47","15","24","0","17","36","55","0","17","125","87","41","41","69","74","0","17","0","17","0","17","15","25","0","17","0","17","164","95","74","65","90","77","0","17","0","17","0","17","0","17","0","17","0","17"
"1400000US36047037401","Census Tract 374.01, Kings County, New York","1256","128","176","95","0","12","0","12","0","12","0","12","0","12","0","12","154","88","22","23","259","90","0","12","10","15","86","64","10","15","0","12","9","14","144","75","0","12","122","67","0","12","0","12","0","12","0","12","17","19","9","14","96","63","0","12","224","92","7","11","0","12","31","42","42","32","10","16","0","12","134","82","0","12","178","88","0","12","9","16","39","44","57","47","50","57","0","12","19","24","4","8","156","74","66","56","62","45","19","26","0","12","0","12","0","12","0","12","9","15","141","82","124","78","0","12","0","12","0","12","8","12","0","12","0","12","9","15"
"1400000US36047037402","Census Tract 374.02, Kings County, New York","1719","171","177","106","0","17","0","17","0","17","0","17","0","17","0","17","177","106","0","17","420","132","0","17","0","17","63","71","38","37","56","46","9","31","254","138","0","17","407","213","23","35","0","17","0","17","12","20","0","17","62","88","310","180","0","17","188","136","0","17","69","108","0","17","64","101","18","29","37","39","0","17","0","17","217","140","70","106","0","17","29","34","67","69","14","21","37","45","0","17","0","17","49","45","19","29","30","34","0","17","0","17","0","17","0","17","0","17","0","17","261","152","211","133","50","57","0","17","0","17","0","17","0","17","0","17","0","17"
"1400000US36047015900","Census Tract 159, Kings County, New York","1126","194","51","48","0","17","0","17","0","17","0","17","0","17","0","17","13","21","38","43","99","85","0","17","0","17","0","17","0","17","0","17","0","17","64","71","35","49","56","41","0","17","0","17","0","17","0","17","0","17","15","25","31","34","10","17","89","81","0","17","18","28","0","17","15","25","0","17","0","17","13","19","43","69","55","45","0","17","0","17","0","17","0","17","0","17","27","30","14","21","14","23","191","94","31","37","26","31","13","21","50","59","43","40","14","23","14","23","0","17","585","150","240","89","249","127","69","58","0","17","0","17","14","22","0","17","13","23"
"1400000US36047016700","Census Tract 167, Kings County, New York","1224","167","16","25","0","17","0","17","0","17","0","17","0","17","0","17","16","25","0","17","45","46","0","17","0","17","0","17","0","17","0","17","0","17","45","46","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","112","82","0","17","0","17","12","20","0","17","0","17","30","36","55","66","15","24","43","41","0","17","29","34","0","17","0","17","0","17","14","22","0","17","0","17","196","90","33","38","53","64","49","40","15","24","0","17","46","43","0","17","0","17","812","180","516","154","191","108","76","76","29","39","0","17","0","17","0","17","0","17"
"1400000US36047003100","Census Tract 31, Kings County, New York","401","81","16","26","0","12","0","12","0","12","0","12","0","12","0","12","16","26","0","12","6","8","0","12","0","12","0","12","0","12","0","12","0","12","6","8","0","12","18","20","0","12","0","12","0","12","0","12","0","12","0","12","18","20","0","12","69","44","0","12","0","12","10","15","15","16","0","12","27","34","17","26","0","12","45","35","4","7","0","12","0","12","0","12","0","12","30","31","11","12","0","12","17","13","0","12","0","12","12","9","0","12","5","9","0","12","0","12","0","12","230","65","147","58","27","22","44","29","12","18","0","12","0","12","0","12","0","12"
"1400000US36047004300","Census Tract 43, Kings County, New York","1189","122","134","59","0","12","0","12","0","12","0","12","0","12","0","12","117","59","17","18","84","67","0","12","8","12","0","12","0","12","0","12","18","20","58","58","0","12","43","28","0","12","0","12","7","12","9","14","18","20","9","13","0","12","0","12","110","69","11","18","8","13","47","42","0","12","0","12","10","15","34","42","0","12","45","38","7","12","0","12","0","12","0","12","0","12","7","12","31","33","0","12","62","34","0","12","8","13","16","19","7","11","7","12","16","13","8","12","0","12","711","118","413","89","175","74","67","38","7","10","0","12","15","17","0","12","34","43"
"1400000US36047005100","Census Tract 51, Kings County, New York","534","95","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","36","34","0","12","0","12","0","12","0","12","0","12","0","12","27","30","9","15","19","26","0","12","0","12","0","12","0","12","0","12","0","12","19","26","0","12","16","24","0","12","0","12","0","12","0","12","0","12","0","12","16","24","0","12","103","53","0","12","0","12","20","23","0","12","24","26","0","12","42","28","17","28","94","75","0","12","0","12","20","21","0","12","37","60","37","40","0","12","0","12","266","82","100","51","128","71","13","20","5","10","10","16","0","12","0","12","10","15"
"1400000US36047006900","Census Tract 69, Kings County, New York","1151","102","48","33","0","12","0","12","0","12","26","28","0","12","0","12","13","21","9","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","81","57","0","12","0","12","0","12","0","12","0","12","24","38","24","21","33","40","6","10","0","12","0","12","0","12","0","12","0","12","0","12","6","10","0","12","136","57","17","18","0","12","22","24","10","16","21","23","11","16","32","27","23","32","122","52","10","15","11","16","30","19","41","39","24","22","6","9","0","12","0","12","758","106","459","106","190","70","74","42","29","35","0","12","0","12","0","12","6","11"
"1400000US36047044800","Census Tract 448, Kings County, New York","322","66","46","34","0","12","0","12","0","12","0","12","0","12","0","12","21","16","25","31","92","47","5","7","0","12","0","12","0","12","0","12","0","12","87","46","0","12","40","25","0","12","0","12","0","12","0","12","0","12","16","19","24","19","0","12","18","18","0","12","0","12","0","12","0","12","7","11","11","15","0","12","0","12","74","45","7","9","31","36","15","24","14","15","7","11","0","12","0","12","0","12","21","24","6","9","15","23","0","12","0","12","0","12","0","12","0","12","0","12","31","22","31","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047045000","Census Tract 450, Kings County, New York","46","33","4","5","0","12","0","12","0","12","0","12","0","12","0","12","4","5","0","12","17","22","0","12","0","12","0","12","0","12","0","12","0","12","17","22","0","12","10","9","0","12","0","12","0","12","0","12","0","12","0","12","10","9","0","12","3","6","0","12","0","12","0","12","0","12","0","12","3","6","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","21","12","21","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047045800","Census Tract 458, Kings County, New York","187","53","14","15","0","12","0","12","0","12","0","12","0","12","0","12","7","10","7","11","30","22","0","12","0","12","0","12","0","12","0","12","5","8","25","20","0","12","55","37","5","8","3","5","14","21","1","5","0","12","0","12","32","29","0","12","35","24","14","16","0","12","0","12","11","12","0","12","0","12","10","14","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","3","5","3","5","0","12","0","12","0","12","0","12","0","12","0","12","0","12","50","34","8","11","0","12","0","12","0","12","0","12","0","12","9","15","33","30"
"1400000US36047044000","Census Tract 440, Kings County, New York","522","84","75","44","0","12","0","12","0","12","0","12","0","12","0","12","39","35","36","30","96","51","0","12","0","12","0","12","0","12","0","12","21","25","73","46","2","5","93","48","0","12","0","12","0","12","0","12","0","12","6","9","75","44","12","17","79","43","31","27","0","12","0","12","0","12","28","21","6","8","14","24","0","12","74","39","0","12","13","17","19","27","6","9","0","12","27","26","9","14","0","12","45","25","6","9","25","25","0","12","0","12","0","12","14","15","0","12","0","12","60","34","42","29","8","14","5","7","0","12","0","12","0","12","0","12","5","8"
"1400000US36047042100","Census Tract 421, Kings County, New York","1184","111","163","92","0","12","0","12","0","12","29","47","0","12","0","12","92","68","42","47","236","88","0","12","0","12","14","24","49","56","19","31","10","15","123","63","21","34","162","99","0","12","0","12","0","12","1","12","0","12","19","24","142","92","0","12","142","74","28","45","0","12","0","12","31","49","14","22","18","22","51","36","0","12","109","56","17","29","0","12","32","37","19","30","0","12","21","33","20","31","0","12","136","74","27","30","0","12","17","27","27","36","38","44","27","32","0","12","0","12","236","90","128","66","45","31","47","45","0","12","16","23","0","12","0","12","0","12"
"1400000US36047042500","Census Tract 425, Kings County, New York","1047","67","30","34","0","12","0","12","0","12","0","12","0","12","0","12","30","34","0","12","41","42","7","18","0","12","0","12","0","12","0","12","0","12","34","36","0","12","176","82","0","12","0","12","0","12","0","12","63","48","0","12","84","63","29","46","117","94","0","12","0","12","0","12","65","71","30","42","13","22","9","14","0","12","157","72","19","23","58","60","9","18","9","15","7","11","16","25","39","35","0","12","143","73","10","16","84","66","8","12","0","12","33","33","8","13","0","12","0","12","383","90","192","82","105","50","53","44","25","22","8","13","0","12","0","12","0","12"
"1400000US36047043200","Census Tract 432, Kings County, New York","1031","113","88","63","0","12","0","12","0","12","0","12","0","12","0","12","55","49","33","38","171","58","10","16","0","12","28","21","46","32","0","12","10","15","77","49","0","12","100","59","0","12","0","12","0","12","0","12","0","12","17","27","83","53","0","12","185","94","0","12","29","36","0","12","22","23","42","35","40","45","52","53","0","12","226","107","0","12","71","53","65","59","42","47","39","41","9","14","0","12","0","12","104","58","70","47","34","37","0","12","0","12","0","12","0","12","0","12","0","12","157","72","109","63","34","36","0","12","0","12","7","12","0","12","0","12","7","11"
"1400000US36047044700","Census Tract 447, Kings County, New York","739","79","50","39","0","12","0","12","0","12","0","12","0","12","0","12","25","26","25","28","130","61","0","12","0","12","0","12","0","12","0","12","21","34","109","58","0","12","144","72","0","12","26","46","0","12","7","10","7","10","23","28","81","48","0","12","97","72","0","12","0","12","0","12","42","49","0","12","0","12","55","48","0","12","87","44","13","20","0","12","0","12","38","27","14","14","17","22","5","8","0","12","38","29","15","25","6","8","0","12","12","12","5","8","0","12","0","12","0","12","193","74","164","73","5","8","10","11","14","21","0","12","0","12","0","12","0","12"
"1400000US36047045600","Census Tract 456, Kings County, New York","662","76","60","35","0","12","0","12","10","10","3","6","0","12","0","12","34","26","13","22","111","61","0","12","0","12","35","36","19","21","0","12","4","6","53","35","0","12","136","55","7","9","6","9","0","12","0","12","8","9","17","15","98","51","0","12","90","42","23","23","0","12","0","12","7","11","0","12","34","34","26","24","0","12","146","70","5","8","36","21","33","24","16","25","29","36","7","14","20","31","0","12","18","15","3","5","15","14","0","12","0","12","0","12","0","12","0","12","0","12","101","51","64","37","7","10","5","7","0","12","0","12","19","30","0","12","6","9"
"1400000US36047092200","Census Tract 922, Kings County, New York","959","146","200","109","0","12","0","12","0","12","0","12","0","12","0","12","167","108","33","40","120","84","11","16","0","12","30","48","0","12","10","16","32","50","37","44","0","12","181","98","30","46","0","12","0","12","48","53","20","21","20","23","63","63","0","12","85","69","0","12","10","15","10","17","11","17","10","14","0","12","10","15","34","52","260","109","32","29","71","57","53","54","34","53","31","51","17","28","0","12","22","25","54","51","27","27","0","12","27","44","0","12","0","12","0","12","0","12","0","12","59","52","21","23","28","44","0","12","0","12","0","12","0","12","0","12","10","15"
"1400000US36047094402","Census Tract 944.02, Kings County, New York","1302","37","237","104","0","12","0","12","37","50","27","24","12","23","0","12","138","78","23","36","423","119","45","50","95","72","44","40","129","64","32","39","0","12","78","65","0","12","219","96","30","36","27","35","61","54","7","12","70","71","24","31","0","12","0","12","143","76","37","45","0","12","66","53","12","20","19","29","9","14","0","12","0","12","176","78","122","73","37","32","7","12","10","17","0","12","0","12","0","12","0","12","89","56","50","48","39","39","0","12","0","12","0","12","0","12","0","12","0","12","15","18","7","11","0","12","8","14","0","12","0","12","0","12","0","12","0","12"
"1400000US36047096400","Census Tract 964, Kings County, New York","263","78","34","38","0","12","0","12","0","12","0","12","0","12","0","12","17","28","17","27","15","22","0","12","0","12","0","12","0","12","0","12","0","12","15","22","0","12","32","30","0","12","0","12","0","12","0","12","0","12","13","21","19","22","0","12","45","36","0","12","14","22","7","10","24","27","0","12","0","12","0","12","0","12","65","45","7","12","16","24","14","19","0","12","28","31","0","12","0","12","0","12","47","41","0","12","29","32","18","27","0","12","0","12","0","12","0","12","0","12","25","30","17","27","8","11","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047101600","Census Tract 1016, Kings County, New York","120","51","13","17","0","12","0","12","0","12","0","12","0","12","0","12","6","10","7","11","14","19","0","12","0","12","0","12","0","12","0","12","0","12","14","19","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","25","29","0","12","0","12","0","12","8","11","0","12","0","12","17","27","0","12","41","37","0","12","0","12","32","34","0","12","9","13","0","12","0","12","0","12","6","9","6","9","0","12","0","12","0","12","0","12","0","12","0","12","0","12","21","25","21","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047101800","Census Tract 1018, Kings County, New York","209","77","42","39","0","12","0","12","0","12","0","12","0","12","0","12","24","29","18","28","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","19","30","0","12","0","12","0","12","0","12","19","30","0","12","0","12","0","12","58","38","6","10","6","8","0","12","8","13","28","35","0","12","0","12","10","16","14","11","14","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12","76","50","76","50","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047102000","Census Tract 1020, Kings County, New York","158","65","17","26","0","12","0","12","0","12","0","12","0","12","0","12","17","26","0","12","35","38","0","12","0","12","0","12","0","12","0","12","0","12","35","38","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","19","31","0","12","0","12","0","12","0","12","0","12","19","31","0","12","0","12","23","26","0","12","0","12","0","12","16","25","7","10","0","12","0","12","0","12","13","13","0","12","7","10","6","9","0","12","0","12","0","12","0","12","0","12","51","40","45","39","6","9","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047107800","Census Tract 1078, Kings County, New York","718","149","124","74","0","12","0","12","0","12","0","12","0","12","0","12","87","61","37","42","130","76","0","12","0","12","0","12","0","12","0","12","9","15","110","75","11","19","128","88","0","12","0","12","0","12","36","44","7","11","0","12","85","63","0","12","38","30","0","12","0","12","15","18","6","11","0","12","17","22","0","12","0","12","214","84","42","49","22","35","46","44","93","60","11","19","0","12","0","12","0","12","26","31","13","23","0","12","13","21","0","12","0","12","0","12","0","12","0","12","58","57","58","57","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047110600","Census Tract 1106, Kings County, New York","1726","82","466","127","0","12","0","12","14","22","121","71","0","12","0","12","290","110","41","38","457","147","53","60","54","62","110","89","50","51","58","57","41","55","91","59","0","12","236","99","123","77","0","12","0","12","8","13","53","49","21","24","31","30","0","12","249","96","105","67","45","43","13","19","47","47","29","47","10","17","0","12","0","12","129","76","71","58","13","21","36","44","0","12","9","14","0","12","0","12","0","12","137","90","93","70","44","49","0","12","0","12","0","12","0","12","0","12","0","12","52","48","52","48","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047038200","Census Tract 382, Kings County, New York","2106","141","428","171","34","56","0","17","0","17","97","98","81","89","20","32","156","99","40","44","867","201","126","106","31","26","190","117","196","123","152","127","45","68","127","112","0","17","228","96","51","48","20","32","20","33","40","46","25","38","33","54","39","52","0","17","64","61","17","27","0","17","47","56","0","17","0","17","0","17","0","17","0","17","218","137","172","118","29","35","17","31","0","17","0","17","0","17","0","17","0","17","135","97","91","91","44","56","0","17","0","17","0","17","0","17","0","17","0","17","166","98","107","89","59","74","0","17","0","17","0","17","0","17","0","17","0","17"
"1400000US36047038900","Census Tract 389, Kings County, New York","821","117","48","46","0","12","0","12","0","12","0","12","0","12","0","12","25","28","23","36","92","61","0","12","0","12","0","12","38","45","0","12","0","12","54","44","0","12","137","77","27","42","0","12","0","12","0","12","0","12","86","70","24","26","0","12","86","62","0","12","0","12","0","12","0","12","0","12","59","51","27","39","0","12","129","69","12","18","22","34","24","38","21","34","15","23","20","22","7","11","8","12","75","53","50","45","0","12","0","12","0","12","0","12","11","17","0","12","14","21","254","97","188","92","35","32","13","20","18","21","0","12","0","12","0","12","0","12"
"1400000US36047043400","Census Tract 434, Kings County, New York","859","100","59","54","0","12","0","12","0","12","0","12","0","12","0","12","49","51","10","15","177","66","0","12","0","12","19","30","0","12","0","12","34","43","124","50","0","12","174","76","8","13","0","12","0","12","11","19","0","12","0","12","155","69","0","12","134","79","0","12","23","36","18","20","31","33","11","18","51","50","0","12","0","12","168","68","13","19","0","12","39","30","66","56","29","35","10","15","0","12","11","18","85","62","21","34","25","41","20","21","0","12","0","12","0","12","0","12","19","20","62","54","43","44","0","12","0","12","0","12","0","12","0","12","0","12","19","30"
"1400000US36047043500","Census Tract 435, Kings County, New York","1091","129","130","73","0","12","0","12","0","12","0","12","0","12","0","12","68","62","62","56","132","74","10","18","0","12","11","19","0","12","0","12","9","14","102","72","0","12","107","65","0","12","0","12","12","25","0","12","22","39","0","12","73","54","0","12","167","103","11","19","0","12","0","12","1","22","0","12","77","80","78","72","0","12","167","96","30","38","13","22","53","58","26","50","0","12","23","36","22","27","0","12","128","72","10","20","8","14","0","12","81","65","0","12","0","12","0","12","29","44","260","103","230","97","15","24","0","12","15","24","0","12","0","12","0","12","0","12"
"1400000US36047031100","Census Tract 311, Kings County, New York","973","120","73","49","0","12","0","12","0","12","0","12","0","12","0","12","73","49","0","12","112","61","0","12","0","12","0","12","18","28","0","12","0","12","94","57","0","12","186","104","23","35","25","41","19","29","3","20","36","58","0","12","60","55","20","31","150","82","2","15","0","12","24","28","33","38","9","15","60","58","22","35","0","12","163","81","42","48","15","18","8","14","24","34","9","16","45","49","0","12","20","33","129","90","23","29","51","83","44","49","0","12","0","12","11","17","0","12","0","12","160","79","121","72","9","18","30","37","0","12","0","12","0","12","0","12","0","12"
